string,string,string,string
boxno,sn,carno,creattime
LFB7201711030255,1PQ1739032546,32021601,2017/11/3 16:01
LFB7201711030255,1PQ1739032761,32021613,2017/11/3 16:01
LFB7201711030255,1PQ1739036186,32013978,2017/11/3 16:01
LFB7201711030255,1PQ1739006242,32021649,2017/11/3 16:01
LFB7201711030255,1PQ1739007014,32021639,2017/11/3 16:01
LFB7201711030255,1PQ1739007143,32021645,2017/11/3 16:01
LFB7201711030255,1PQ1739007444,32021634,2017/11/3 16:01
LFB7201711030255,1PQ1739007500,32021648,2017/11/3 16:01
LFB7201711030255,1PQ1739000319,32021659,2017/11/3 16:01
LFB7201711030255,1PQ1739005511,32021638,2017/11/3 16:01
LFB7201711030255,1PQ1739005595,32021658,2017/11/3 16:01
LFB7201711030255,1PQ1739005655,32021640,2017/11/3 16:01
LFB7201711030255,1PQ1739005692,32021644,2017/11/3 16:01
LFB7201711030255,1PQ1739015860,32012345,2017/11/3 16:01
LFB7201711030255,1PQ1739020421,32012352,2017/11/3 16:01
LFB7201711030255,1PQ1739009643,32021651,2017/11/3 16:01
LFB7201711030256,1PQ1739010372,32005655,2017/11/3 16:05
LFB7201711030256,1PQ1739017844,32002860,2017/11/3 16:05
LFB7201711030256,1PQ1739016716,32006227,2017/11/3 16:05
LFB7201711030256,1PQ1739024229,32006334,2017/11/3 16:05
LFB7201711030256,1PQ1739044346,32005664,2017/11/3 16:05
LFB7201711030256,1PQ1739005328,32005653,2017/11/3 16:05
LFB7201711030256,1PQ1739005566,32005658,2017/11/3 16:05
LFB7201711030256,1PQ1739006330,32006325,2017/11/3 16:05
LFB7201711030256,1PQ1739001387,32002647,2017/11/3 16:05
LFB7201711030256,1PQ1739002824,32004427,2017/11/3 16:05
LFB7201711030256,1PQ1739000547,32005660,2017/11/3 16:05
LFB7201711030256,1PQ1739002907,32004398,2017/11/3 16:05
LFB7201711030256,1PQ1739003278,32006329,2017/11/3 16:05
LFB7201711030256,1PQ1739004286,32006328,2017/11/3 16:05
LFB7201711030256,1PQ1739007796,32005647,2017/11/3 16:05
LFB7201711030256,1PQ1739007848,32005650,2017/11/3 16:05
LFB7201711030256,1PQ1739007876,32005663,2017/11/3 16:05
LFB7201711030256,1PQ1739007957,32002844,2017/11/3 16:05
LFB7201711030257,1PQ1739008584,32021666,2017/11/3 16:05
LFB7201711030257,1PQ1739006332,32021654,2017/11/3 16:05
LFB7201711030257,1PQ1739006664,32021657,2017/11/3 16:05
LFB7201711030257,1PQ1739007441,32021637,2017/11/3 16:05
LFB7201711030257,1PQ1739005006,32021656,2017/11/3 16:05
LFB7201711030257,1PQ1739005103,32021635,2017/11/3 16:05
LFB7201711030257,1PQ1739005461,32021655,2017/11/3 16:05
LFB7201711030257,1PQ1739005722,32021652,2017/11/3 16:05
LFB7201711030257,1PQ1739005964,32021672,2017/11/3 16:05
LFB7201711030257,1PQ1739000800,32021671,2017/11/3 16:05
LFB7201711030257,1PQ1739001184,32012337,2017/11/3 16:05
LFB7201711030257,1PQ1739026134,32002390,2017/11/3 16:05
LFB7201711030257,1PQ1739031836,32021646,2017/11/3 16:05
LFB7201711030257,1PQ1739031993,32021663,2017/11/3 16:05
LFB7201711030257,1PQ1739038355,32012347,2017/11/3 16:05
LFB7201711030257,1PQ1739038776,32012003,2017/11/3 16:05
LFB7201711030257,1PQ1739009965,32021670,2017/11/3 16:05
LFB7201711030257,1PQ1739014330,32021661,2017/11/3 16:05
LFB7201711030258,1PQ1739014814,32021673,2017/11/3 16:09
LFB7201711030258,1PQ1739009503,32021678,2017/11/3 16:09
LFB7201711030258,1PQ1739010079,32002508,2017/11/3 16:09
LFB7201711030258,1PQ1739011212,32002394,2017/11/3 16:09
LFB7201711030258,1PQ1739012077,32002485,2017/11/3 16:09
LFB7201711030258,1PQ1739034621,32003970,2017/11/3 16:09
LFB7201711030258,1PQ1739032007,32021222,2017/11/3 16:09
LFB7201711030258,1PQ1739032445,32021642,2017/11/3 16:09
LFB7201711030258,1PQ1739032867,32021608,2017/11/3 16:09
LFB7201711030258,1PQ1739006255,32021633,2017/11/3 16:09
LFB7201711030258,1PQ1739006589,32021669,2017/11/3 16:09
LFB7201711030258,1PQ1739007122,32021641,2017/11/3 16:09
LFB7201711030258,1PQ1739008920,32021676,2017/11/3 16:09
LFB7201711030258,1PQ1739005931,32021630,2017/11/3 16:09
LFB7201711030258,1PQ1739004239,32013786,2017/11/3 16:09
LFB7201711030258,1PQ1739022539,32002516,2017/11/3 16:09
LFB7201711030258,1PQ1739031350,32021221,2017/11/3 16:09
LFB7201711030258,1PQ1739047526,32013015,2017/11/3 16:09
LFB7201711030259,1PQ1739006327,32021632,2017/11/3 16:13
LFB7201711030259,1PQ1739002132,32021685,2017/11/3 16:13
LFB7201711030259,1PQ1739008279,32021681,2017/11/3 16:13
LFB7201711030259,1PQ1739008318,32021695,2017/11/3 16:13
LFB7201711030259,1PQ1739009357,32021675,2017/11/3 16:13
LFB7201711030259,1PQ1739011210,32002406,2017/11/3 16:13
LFB7201711030259,1PQ1739009647,32021677,2017/11/3 16:13
LFB7201711030259,1PQ1739009950,32021684,2017/11/3 16:13
LFB7201711030259,1PQ1739009968,32021683,2017/11/3 16:13
LFB7201711030259,1PQ1739009978,32021688,2017/11/3 16:13
LFB7201711030259,1PQ1739019332,32021892,2017/11/3 16:13
LFB7201711030259,1PQ1739019601,32004167,2017/11/3 16:13
LFB7201711030259,1PQ1739020159,32003010,2017/11/3 16:13
LFB7201711030259,1PQ1739034354,32003205,2017/11/3 16:13
LFB7201711030259,1PQ1739037695,32004608,2017/11/3 16:13
LFB7201711030259,1PQ1739023806,32021138,2017/11/3 16:13
LFB7201711030259,1PQ1739023846,32021231,2017/11/3 16:13
LFB7201711030259,1PQ1739024554,32002414,2017/11/3 16:13
LFB7201711030260,1PQ1739020297,32004332,2017/11/3 16:17
LFB7201711030260,1PQ1739016666,32006192,2017/11/3 16:17
LFB7201711030260,1PQ1739007982,32006502,2017/11/3 16:17
LFB7201711030260,1PQ1739008130,32006327,2017/11/3 16:17
LFB7201711030260,1PQ1739002971,32004327,2017/11/3 16:17
LFB7201711030260,1PQ1739003690,32006319,2017/11/3 16:17
LFB7201711030260,1PQ1739001637,32005656,2017/11/3 16:17
LFB7201711030260,1PQ1739002069,32006322,2017/11/3 16:17
LFB7201711030260,1PQ1739002323,32005896,2017/11/3 16:17
LFB7201711030260,1PQ1739002821,32004360,2017/11/3 16:17
LFB7201711030260,1PQ1739005548,32004328,2017/11/3 16:17
LFB7201711030260,1PQ1739006221,32005694,2017/11/3 16:17
LFB7201711030260,1PQ1739006232,32004330,2017/11/3 16:17
LFB7201711030260,1PQ1739007006,32002762,2017/11/3 16:17
LFB7201711030260,1PQ1739007092,32004331,2017/11/3 16:17
LFB7201711030260,1PQ1739037598,32006955,2017/11/3 16:17
LFB7201711030260,1PQ1739037605,32005819,2017/11/3 16:17
LFB7201711030260,1PQ1739041134,32006202,2017/11/3 16:17
LFB7201711030261,1PQ1739014540,32021692,2017/11/3 16:18
LFB7201711030261,1PQ1739009500,32021691,2017/11/3 16:18
LFB7201711030261,1PQ1739009533,32021708,2017/11/3 16:18
LFB7201711030261,1PQ1739009986,32021679,2017/11/3 16:18
LFB7201711030261,1PQ1739013897,32003239,2017/11/3 16:18
LFB7201711030261,1PQ1739006579,32021705,2017/11/3 16:18
LFB7201711030261,1PQ1739008136,32021694,2017/11/3 16:18
LFB7201711030261,1PQ1739008411,32021706,2017/11/3 16:18
LFB7201711030261,1PQ1739008621,32021697,2017/11/3 16:18
LFB7201711030261,1PQ1739008751,32021696,2017/11/3 16:18
LFB7201711030261,1PQ1739008891,32021693,2017/11/3 16:18
LFB7201711030261,1PQ1739009070,32021690,2017/11/3 16:18
LFB7201711030261,1PQ1739009144,32021689,2017/11/3 16:18
LFB7201711030261,1PQ1739005360,32021682,2017/11/3 16:18
LFB7201711030261,1PQ1739005381,32021664,2017/11/3 16:18
LFB7201711030261,1PQ1739005492,32006557,2017/11/3 16:18
LFB7201711030261,1PQ1739005978,32021699,2017/11/3 16:18
LFB7201711030261,1PQ1739002224,32021687,2017/11/3 16:18
LFB7201711030262,1PQ1739006517,32005672,2017/11/3 16:23
LFB7201711030262,1PQ1739001120,32006326,2017/11/3 16:23
LFB7201711030262,1PQ1739001167,32005665,2017/11/3 16:23
LFB7201711030262,1PQ1739005498,32005673,2017/11/3 16:23
LFB7201711030262,1PQ1739005501,32006204,2017/11/3 16:23
LFB7201711030262,1PQ1739005730,32005652,2017/11/3 16:23
LFB7201711030262,1PQ1739005742,32006578,2017/11/3 16:23
LFB7201711030262,1PQ1739006052,32002782,2017/11/3 16:23
LFB7201711030262,1PQ1739006054,32006318,2017/11/3 16:23
LFB7201711030262,1PQ1739002990,32004370,2017/11/3 16:23
LFB7201711030262,1PQ1739003347,32005667,2017/11/3 16:23
LFB7201711030262,1PQ1739003429,32005675,2017/11/3 16:23
LFB7201711030262,1PQ1739003703,32006207,2017/11/3 16:23
LFB7201711030262,1PQ1739040705,32006164,2017/11/3 16:23
LFB7201711030262,1PQ1739040766,32005676,2017/11/3 16:23
LFB7201711030262,1PQ1739022266,32005669,2017/11/3 16:23
LFB7201711030262,1PQ1739020290,32006575,2017/11/3 16:23
LFB7201711030262,1PQ1739010026,32006336,2017/11/3 16:23
LFB7201711030263,1PQ1739033294,32021703,2017/11/3 16:25
LFB7201711030263,1PQ1739032516,32021720,2017/11/3 16:25
LFB7201711030263,1PQ1739006447,32021701,2017/11/3 16:25
LFB7201711030263,1PQ1739006893,32021709,2017/11/3 16:25
LFB7201711030263,1PQ1739006904,32021714,2017/11/3 16:25
LFB7201711030263,1PQ1739007070,32021716,2017/11/3 16:25
LFB7201711030263,1PQ1739007123,32021712,2017/11/3 16:25
LFB7201711030263,1PQ1739005157,32021718,2017/11/3 16:25
LFB7201711030263,1PQ1739005468,32021246,2017/11/3 16:25
LFB7201711030263,1PQ1739005524,32021250,2017/11/3 16:25
LFB7201711030263,1PQ1739005546,32021715,2017/11/3 16:25
LFB7201711030263,1PQ1739005598,32021707,2017/11/3 16:25
LFB7201711030263,1PQ1739005636,32021219,2017/11/3 16:25
LFB7201711030263,1PQ1739005963,32021241,2017/11/3 16:25
LFB7201711030263,1PQ1739006048,32021704,2017/11/3 16:25
LFB7201711030263,1PQ1739006050,32021710,2017/11/3 16:25
LFB7201711030263,1PQ1739009012,32021700,2017/11/3 16:25
LFB7201711030263,1PQ1739009214,32021245,2017/11/3 16:25
LFB7201711030264,1PQ1739008913,32021686,2017/11/3 16:31
LFB7201711030264,1PQ1739001558,32004442,2017/11/3 16:31
LFB7201711030264,1PQ1739005124,32021247,2017/11/3 16:31
LFB7201711030264,1PQ1739005558,32021248,2017/11/3 16:31
LFB7201711030264,1PQ1739005645,32021260,2017/11/3 16:31
LFB7201711030264,1PQ1739005649,32021702,2017/11/3 16:31
LFB7201711030264,1PQ1739005709,32021253,2017/11/3 16:31
LFB7201711030264,1PQ1739005765,32021258,2017/11/3 16:31
LFB7201711030264,1PQ1739006080,32021243,2017/11/3 16:31
LFB7201711030264,1PQ1739006178,32021255,2017/11/3 16:31
LFB7201711030264,1PQ1739006675,32021251,2017/11/3 16:31
LFB7201711030264,1PQ1739007128,32021254,2017/11/3 16:31
LFB7201711030264,1PQ1739007195,32021249,2017/11/3 16:31
LFB7201711030264,1PQ1739037658,32004466,2017/11/3 16:31
LFB7201711030264,1PQ1739037697,32004449,2017/11/3 16:31
LFB7201711030264,1PQ1739009425,32021262,2017/11/3 16:31
LFB7201711030264,1PQ1739009671,32025333,2017/11/3 16:31
LFB7201711030264,1PQ1739018392,32002386,2017/11/3 16:31
LFB7201711030265,1PQ1739016898,32006199,2017/11/3 16:32
LFB7201711030265,1PQ1739010810,32006184,2017/11/3 16:32
LFB7201711030265,1PQ1739006349,32006581,2017/11/3 16:32
LFB7201711030265,1PQ1739007729,32005670,2017/11/3 16:32
LFB7201711030265,1PQ1739008540,32006515,2017/11/3 16:32
LFB7201711030265,1PQ1739003280,32006562,2017/11/3 16:32
LFB7201711030265,1PQ1739003529,32005690,2017/11/3 16:32
LFB7201711030265,1PQ1739003851,32005692,2017/11/3 16:32
LFB7201711030265,1PQ1739004307,32006513,2017/11/3 16:32
LFB7201711030265,1PQ1739005171,32002788,2017/11/3 16:32
LFB7201711030265,1PQ1739005531,32002761,2017/11/3 16:32
LFB7201711030265,1PQ1739005590,32005700,2017/11/3 16:32
LFB7201711030265,1PQ1739005783,32006512,2017/11/3 16:32
LFB7201711030265,1PQ1739001619,32006565,2017/11/3 16:32
LFB7201711030265,1PQ1739001657,32005715,2017/11/3 16:32
LFB7201711030265,1PQ1739001820,32005686,2017/11/3 16:32
LFB7201711030265,1PQ1739022249,32005668,2017/11/3 16:32
LFB7201711030265,1PQ1739022030,32006183,2017/11/3 16:32
LFB7201711030266,1PQ1739009991,32020983,2017/11/3 16:40
LFB7201711030266,1PQ1739020182,32003052,2017/11/3 16:40
LFB7201711030266,1PQ1739036620,32003058,2017/11/3 16:40
LFB7201711030266,1PQ1739032306,32021281,2017/11/3 16:40
LFB7201711030266,1PQ1739041250,32004171,2017/11/3 16:40
LFB7201711030266,1PQ1739040708,32004462,2017/11/3 16:40
LFB7201711030266,1PQ1739008713,32021282,2017/11/3 16:40
LFB7201711030266,1PQ1739008714,32021261,2017/11/3 16:40
LFB7201711030266,1PQ1739009088,32021269,2017/11/3 16:40
LFB7201711030266,1PQ1739009105,32021263,2017/11/3 16:40
LFB7201711030266,1PQ1739009383,32021268,2017/11/3 16:40
LFB7201711030266,1PQ1739006261,32021276,2017/11/3 16:40
LFB7201711030266,1PQ1739006663,32021266,2017/11/3 16:40
LFB7201711030266,1PQ1739007019,32021288,2017/11/3 16:40
LFB7201711030266,1PQ1739007150,32021259,2017/11/3 16:40
LFB7201711030266,1PQ1739005596,32021272,2017/11/3 16:40
LFB7201711030266,1PQ1739005750,32021280,2017/11/3 16:40
LFB7201711030266,1PQ1739005938,32021275,2017/11/3 16:40
LFB7201711030267,1PQ1739005035,32021283,2017/11/3 16:43
LFB7201711030267,1PQ1739005271,32021274,2017/11/3 16:43
LFB7201711030267,1PQ1739005543,32021256,2017/11/3 16:43
LFB7201711030267,1PQ1739005710,32021289,2017/11/3 16:43
LFB7201711030267,1PQ1739005873,32021294,2017/11/3 16:43
LFB7201711030267,1PQ1739005904,32021277,2017/11/3 16:43
LFB7201711030267,1PQ1739005968,32021218,2017/11/3 16:43
LFB7201711030267,1PQ1739008113,32014126,2017/11/3 16:43
LFB7201711030267,1PQ1739008929,32021284,2017/11/3 16:43
LFB7201711030267,1PQ1739007214,32021300,2017/11/3 16:43
LFB7201711030267,1PQ1739007267,32021296,2017/11/3 16:43
LFB7201711030267,1PQ1739003664,32021273,2017/11/3 16:43
LFB7201711030267,1PQ1739009517,32021290,2017/11/3 16:43
LFB7201711030267,1PQ1739009974,32021292,2017/11/3 16:43
LFB7201711030267,1PQ1739009994,32021665,2017/11/3 16:43
LFB7201711030267,1PQ1739014934,32021293,2017/11/3 16:43
LFB7201711030267,1PQ1739014978,32021264,2017/11/3 16:43
LFB7201711030267,1PQ1739036823,32004463,2017/11/3 16:43
LFB7201711030268,1PQ1739037075,32005689,2017/11/3 16:45
LFB7201711030268,1PQ1739003571,32005682,2017/11/3 16:45
LFB7201711030268,1PQ1739005506,32005717,2017/11/3 16:45
LFB7201711030268,1PQ1739005527,32006517,2017/11/3 16:45
LFB7201711030268,1PQ1739001828,32005708,2017/11/3 16:45
LFB7201711030268,1PQ1739006216,32005734,2017/11/3 16:45
LFB7201711030268,1PQ1739006624,32005733,2017/11/3 16:45
LFB7201711030268,1PQ1739006682,32005727,2017/11/3 16:45
LFB7201711030268,1PQ1739006804,32005723,2017/11/3 16:45
LFB7201711030268,1PQ1739000444,32026030,2017/11/3 16:45
LFB7201711030268,1PQ1739001009,32006574,2017/11/3 16:45
LFB7201711030268,1PQ1739001031,32005707,2017/11/3 16:45
LFB7201711030268,1PQ1739008865,32041084,2017/11/3 16:45
LFB7201711030268,1PQ1739044271,32006488,2017/11/3 16:45
LFB7201711030268,1PQ1739024214,32005736,2017/11/3 16:45
LFB7201711030268,1PQ1739025098,32027254,2017/11/3 16:45
LFB7201711030268,1PQ1739010831,32006162,2017/11/3 16:45
LFB7201711030268,1PQ1739020104,32002781,2017/11/3 16:45
LFB7201711030269,1PQ1739014053,32021265,2017/11/3 16:47
LFB7201711030269,1PQ1739009976,32021279,2017/11/3 16:47
LFB7201711030269,1PQ1739014917,32021301,2017/11/3 16:47
LFB7201711030269,1PQ1739043692,32004468,2017/11/3 16:47
LFB7201711030269,1PQ1739036469,32006059,2017/11/3 16:47
LFB7201711030269,1PQ1739031841,32021271,2017/11/3 16:47
LFB7201711030269,1PQ1739008072,32021297,2017/11/3 16:47
LFB7201711030269,1PQ1739009006,32021719,2017/11/3 16:47
LFB7201711030269,1PQ1739005312,32021311,2017/11/3 16:47
LFB7201711030269,1PQ1739005622,32021286,2017/11/3 16:47
LFB7201711030269,1PQ1739006039,32021306,2017/11/3 16:47
LFB7201711030269,1PQ1739006040,32021278,2017/11/3 16:47
LFB7201711030269,1PQ1739006257,32021287,2017/11/3 16:47
LFB7201711030269,1PQ1739006284,32021257,2017/11/3 16:47
LFB7201711030269,1PQ1739007213,32021299,2017/11/3 16:47
LFB7201711030269,1PQ1739007319,32021295,2017/11/3 16:47
LFB7201711030269,1PQ1739030357,32003591,2017/11/3 16:47
LFB7201711030269,1PQ1739031514,32021304,2017/11/3 16:47
LFB7201711030270,1PQ1739032498,32021328,2017/11/3 16:51
LFB7201711030270,1PQ1739032499,32021320,2017/11/3 16:51
LFB7201711030270,1PQ1739037102,32003053,2017/11/3 16:51
LFB7201711030270,1PQ1739014321,32021308,2017/11/3 16:51
LFB7201711030270,1PQ1739014738,32021305,2017/11/3 16:51
LFB7201711030270,1PQ1739014813,32021302,2017/11/3 16:51
LFB7201711030270,1PQ1739014955,32021323,2017/11/3 16:51
LFB7201711030270,1PQ1739014055,32021322,2017/11/3 16:51
LFB7201711030270,1PQ1739047498,32021330,2017/11/3 16:51
LFB7201711030270,1PQ1739007300,32021309,2017/11/3 16:51
LFB7201711030270,1PQ1739008577,32021324,2017/11/3 16:51
LFB7201711030270,1PQ1739008948,32021298,2017/11/3 16:51
LFB7201711030270,1PQ1739009065,32021316,2017/11/3 16:51
LFB7201711030270,1PQ1739003019,32021318,2017/11/3 16:51
LFB7201711030270,1PQ1739000409,32021317,2017/11/3 16:51
LFB7201711030270,1PQ1739000647,32021315,2017/11/3 16:51
LFB7201711030270,1PQ1739000661,32021303,2017/11/3 16:51
LFB7201711030270,1PQ1739001111,32021313,2017/11/3 16:51
LFB7201711030271,1PQ1739000306,32027257,2017/11/3 16:52
LFB7201711030271,1PQ1739008779,32041090,2017/11/3 16:52
LFB7201711030271,1PQ1739008941,32006582,2017/11/3 16:52
LFB7201711030271,1PQ1739009294,32041067,2017/11/3 16:52
LFB7201711030271,1PQ1739006288,32005729,2017/11/3 16:52
LFB7201711030271,1PQ1739006300,32006510,2017/11/3 16:52
LFB7201711030271,1PQ1739003552,32006573,2017/11/3 16:52
LFB7201711030271,1PQ1739001751,32005725,2017/11/3 16:52
LFB7201711030271,1PQ1739001934,32005735,2017/11/3 16:52
LFB7201711030271,1PQ1739020417,32005741,2017/11/3 16:52
LFB7201711030271,1PQ1739009401,32041088,2017/11/3 16:52
LFB7201711030271,1PQ1739030500,32041073,2017/11/3 16:52
LFB7201711030271,1PQ1739036556,32025989,2017/11/3 16:52
LFB7201711030271,1PQ1739033184,32041094,2017/11/3 16:52
LFB7201711030271,1PQ1739033201,32041076,2017/11/3 16:52
LFB7201711030271,1PQ1739038503,32025991,2017/11/3 16:52
LFB7201711030271,1PQ1739042920,32041496,2017/11/3 16:52
LFB7201711030271,1PQ1739043948,32025650,2017/11/3 16:52
LFB7201711030272,1PQ1739023850,32021342,2017/11/3 16:59
LFB7201711030272,1PQ1739029735,32004527,2017/11/3 16:59
LFB7201711030272,1PQ1739001829,32021334,2017/11/3 16:59
LFB7201711030272,1PQ1739002213,32020970,2017/11/3 16:59
LFB7201711030272,1PQ1739008075,32021291,2017/11/3 16:59
LFB7201711030272,1PQ1739008408,32021329,2017/11/3 16:59
LFB7201711030272,1PQ1739000952,32021337,2017/11/3 16:59
LFB7201711030272,1PQ1739000991,32021338,2017/11/3 16:59
LFB7201711030272,1PQ1739006636,32021953,2017/11/3 16:59
LFB7201711030272,1PQ1739006051,32021326,2017/11/3 16:59
LFB7201711030272,1PQ1739006189,32021336,2017/11/3 16:59
LFB7201711030272,1PQ1739009520,32021325,2017/11/3 16:59
LFB7201711030272,1PQ1739014019,32021312,2017/11/3 16:59
LFB7201711030272,1PQ1739014277,32021314,2017/11/3 16:59
LFB7201711030272,1PQ1739014292,32021321,2017/11/3 16:59
LFB7201711030272,1PQ1739014964,32021344,2017/11/3 16:59
LFB7201711030272,1PQ1739031838,32021340,2017/11/3 16:59
LFB7201711030272,1PQ1739032215,32021327,2017/11/3 16:59
LFB7201711030273,1PQ1739036922,32041434,2017/11/3 17:01
LFB7201711030273,1PQ1739037659,32041484,2017/11/3 17:01
LFB7201711030273,1PQ1739041393,32041093,2017/11/3 17:01
LFB7201711030273,1PQ1739042386,32041444,2017/11/3 17:01
LFB7201711030273,1PQ1739035856,32025952,2017/11/3 17:01
LFB7201711030273,1PQ1739004737,32015415,2017/11/3 17:01
LFB7201711030273,1PQ1739005623,32006580,2017/11/3 17:01
LFB7201711030273,1PQ1739008263,32041072,2017/11/3 17:01
LFB7201711030273,1PQ1739008774,32041092,2017/11/3 17:01
LFB7201711030273,1PQ1739008775,32041080,2017/11/3 17:01
LFB7201711030273,1PQ1739009313,32041065,2017/11/3 17:01
LFB7201711030273,1PQ1739002661,32041447,2017/11/3 17:01
LFB7201711030273,1PQ1739030722,32041075,2017/11/3 17:01
LFB7201711030273,1PQ1739030723,32041087,2017/11/3 17:01
LFB7201711030273,1PQ1739031092,32041474,2017/11/3 17:01
LFB7201711030273,1PQ1739025086,32025987,2017/11/3 17:01
LFB7201711030273,1PQ1739025293,32027247,2017/11/3 17:01
LFB7201711030273,1PQ1739009433,32041489,2017/11/3 17:01
LFB7201711030274,1PQ1739014810,32021667,2017/11/3 17:03
LFB7201711030274,1PQ1739014142,32004739,2017/11/3 17:03
LFB7201711030274,1PQ1739019913,32014004,2017/11/3 17:03
LFB7201711030274,1PQ1739020002,32005309,2017/11/3 17:03
LFB7201711030274,1PQ1739020489,32006432,2017/11/3 17:03
LFB7201711030274,1PQ1739001285,32004874,2017/11/3 17:03
LFB7201711030274,1PQ1739002613,32021352,2017/11/3 17:03
LFB7201711030274,1PQ1739002656,32005294,2017/11/3 17:03
LFB7201711030274,1PQ1739008385,32021346,2017/11/3 17:03
LFB7201711030274,1PQ1739008594,32021335,2017/11/3 17:03
LFB7201711030274,1PQ1739008690,32021341,2017/11/3 17:03
LFB7201711030274,1PQ1739005759,32021347,2017/11/3 17:03
LFB7201711030274,1PQ1739006425,32021319,2017/11/3 17:03
LFB7201711030274,1PQ1739000233,32021343,2017/11/3 17:03
LFB7201711030274,1PQ1739000815,32021351,2017/11/3 17:03
LFB7201711030274,1PQ1739036271,32007017,2017/11/3 17:03
LFB7201711030274,1PQ1739023034,32021353,2017/11/3 17:03
LFB7201711030274,1PQ1739031241,32006986,2017/11/3 17:03
LFB7201711030275,1PQ1739000232,32021131,2017/11/3 17:07
LFB7201711030275,1PQ1739000699,32020992,2017/11/3 17:07
LFB7201711030275,1PQ1739001068,32020951,2017/11/3 17:07
LFB7201711030275,1PQ1739001122,32020926,2017/11/3 17:07
LFB7201711030275,1PQ1739001347,32021339,2017/11/3 17:07
LFB7201711030275,1PQ1739006304,32021358,2017/11/3 17:07
LFB7201711030275,1PQ1739005343,32021349,2017/11/3 17:07
LFB7201711030275,1PQ1739005542,32021333,2017/11/3 17:07
LFB7201711030275,1PQ1739005966,32021653,2017/11/3 17:07
LFB7201711030275,1PQ1739009654,32021285,2017/11/3 17:07
LFB7201711030275,1PQ1739013947,32021348,2017/11/3 17:07
LFB7201711030275,1PQ1739014307,32021360,2017/11/3 17:07
LFB7201711030275,1PQ1739014719,32021359,2017/11/3 17:07
LFB7201711030275,1PQ1739016811,32023177,2017/11/3 17:07
LFB7201711030275,1PQ1739017309,32004111,2017/11/3 17:07
LFB7201711030275,1PQ1739035625,32004881,2017/11/3 17:07
LFB7201711030275,1PQ1739032307,32021345,2017/11/3 17:07
LFB7201711030275,1PQ1739034653,32004631,2017/11/3 17:07
LFB7201711030276,1PQ1739038397,32041445,2017/11/3 17:13
LFB7201711030276,1PQ1739032842,32041086,2017/11/3 17:13
LFB7201711030276,1PQ1739042426,32041480,2017/11/3 17:13
LFB7201711030276,1PQ1739000424,32041470,2017/11/3 17:13
LFB7201711030276,1PQ1739008275,32041113,2017/11/3 17:13
LFB7201711030276,1PQ1739008754,32041085,2017/11/3 17:13
LFB7201711030276,1PQ1739009149,32041074,2017/11/3 17:13
LFB7201711030276,1PQ1739009293,32041063,2017/11/3 17:13
LFB7201711030276,1PQ1739002893,32041461,2017/11/3 17:13
LFB7201711030276,1PQ1739003454,32002749,2017/11/3 17:13
LFB7201711030276,1PQ1739003657,32006324,2017/11/3 17:13
LFB7201711030276,1PQ1739047809,32041096,2017/11/3 17:13
LFB7201711030276,1PQ1739030515,32041081,2017/11/3 17:13
LFB7201711030276,1PQ1739030765,32041070,2017/11/3 17:13
LFB7201711030276,1PQ1739030935,32041097,2017/11/3 17:13
LFB7201711030276,1PQ1739020361,32006308,2017/11/3 17:13
LFB7201711030276,1PQ1739009447,32041101,2017/11/3 17:13
LFB7201711030276,1PQ1739009638,32041119,2017/11/3 17:13
LFB7201711030277,1PQ1739009984,32021668,2017/11/3 17:14
LFB7201711030277,1PQ1739038940,32012329,2017/11/3 17:14
LFB7201711030277,1PQ1739004134,32004534,2017/11/3 17:14
LFB7201711030277,1PQ1739000262,32020988,2017/11/3 17:14
LFB7201711030277,1PQ1739000935,32004889,2017/11/3 17:14
LFB7201711030277,1PQ1739005259,32021331,2017/11/3 17:14
LFB7201711030277,1PQ1739005702,32021723,2017/11/3 17:14
LFB7201711030277,1PQ1739005786,32022137,2017/11/3 17:14
LFB7201711030277,1PQ1739006132,32021722,2017/11/3 17:14
LFB7201711030277,1PQ1739008694,32021726,2017/11/3 17:14
LFB7201711030277,1PQ1739008825,32021732,2017/11/3 17:14
LFB7201711030277,1PQ1739008842,32020956,2017/11/3 17:14
LFB7201711030277,1PQ1739008922,32021733,2017/11/3 17:14
LFB7201711030277,1PQ1739006580,32021724,2017/11/3 17:14
LFB7201711030277,1PQ1739007064,32021725,2017/11/3 17:14
LFB7201711030277,1PQ1739007085,32021357,2017/11/3 17:14
LFB7201711030277,1PQ1739030444,32004519,2017/11/3 17:14
LFB7201711030277,1PQ1739022978,32021332,2017/11/3 17:14
LFB7201711030278,1PQ1739024638,32021738,2017/11/3 17:19
LFB7201711030278,1PQ1739030023,32004551,2017/11/3 17:19
LFB7201711030278,1PQ1739021544,32004464,2017/11/3 17:19
LFB7201711030278,1PQ1739027401,32004547,2017/11/3 17:19
LFB7201711030278,1PQ1739038455,32012297,2017/11/3 17:19
LFB7201711030278,1PQ1739039741,32040744,2017/11/3 17:19
LFB7201711030278,1PQ1739037281,32004530,2017/11/3 17:19
LFB7201711030278,1PQ1739047674,32004448,2017/11/3 17:19
LFB7201711030278,1PQ1739019040,32003861,2017/11/3 17:19
LFB7201711030278,1PQ1739014297,32021746,2017/11/3 17:19
LFB7201711030278,1PQ1739014313,32021729,2017/11/3 17:19
